Fresno stat,Fresno nonstat,Los Angeles stat,Los Angeles nonstat,Sacramento stat,Sacramento nonstat,San Diego stat,San Diego nonstat,San Jose stat,San Jose nonstat,San Francisco stat,San Francisco nonstat
46.95085552,49.93696987,114.340672,118.8735046,75.64007704,76.32855057,63.63019291,65.04606404,52.12625314,53.99384388,75.70188307,75.78042801
47.09414583,50.09616863,114.7663984,119.3404309,75.88466898,76.586167,63.85756818,65.2743343,52.28684169,54.16613305,75.93145493,76.02471622
47.23337412,50.24943544,115.1915216,119.8143624,76.12470145,76.83821387,64.07684133,65.4976709,52.4445074,54.33961062,76.15994171,76.25650209
47.37361894,50.39941655,115.6152785,120.2783956,76.3653623,77.08492759,64.28619491,65.71628323,52.60081084,54.51381181,76.38507257,76.48210779
47.50666067,50.54624942,116.031536,120.7137838,76.59112787,77.32652982,64.49516185,65.93036761,52.75380318,54.67852979,76.60553081,76.70307472
47.63616807,50.69006304,116.4265662,121.1368004,76.80820972,77.56322867,64.70873789,66.14010837,52.90362074,54.837259,76.82150683,76.91626442
47.76345874,50.83097866,116.8099543,121.5514508,77.02086324,77.79521978,64.90984241,66.34567878,53.05251646,54.99281199,77.03317963,77.12207408
47.89185952,50.96911038,117.1855851,121.9580613,77.24297761,78.02250356,65.10888183,66.54724195,53.19776361,55.14386552,77.24071767,77.32384705
48.01832953,51.10456568,117.554386,122.3521508,77.46153936,78.24027017,65.30889419,66.74495158,53.33655374,55.28911705,77.44427971,77.52173865
48.14140834,51.23889443,117.9159947,122.732151,77.67602979,78.45394064,65.50276859,66.9389527,53.47506728,55.43402897,77.64379446,77.71589539
48.26300951,51.37606281,118.2708824,123.1051879,77.87814229,78.66366648,65.68879963,67.12938228,53.6109051,55.57921901,77.83357211,77.90645564
48.3852318,51.51092509,118.6192939,123.4715134,78.07561494,78.86959093,65.86851916,67.31636984,53.74506631,55.72175296,78.02276836,78.09355022
48.5014255,51.64264485,118.9614611,123.8313661,78.27166057,79.07184957,66.04826555,67.50003797,53.8800184,55.8596967,78.20950108,78.27730294
48.62075403,51.76577271,119.2976035,124.1843955,78.4641432,79.27057084,66.22356027,67.68050283,54.0080024,55.98848565,78.39613454,78.4578311
48.73298575,51.89343705,119.6279292,124.5286664,78.65419481,79.46587655,66.39424405,67.86393566,54.13557372,56.11286347,78.57126435,78.63524591
48.84383182,52.01933808,119.9526358,124.8671414,78.84005123,79.65788233,66.56217693,68.04434327,54.26255659,56.23508444,78.74900678,78.80965295
48.94986652,52.14316462,120.2719109,125.2000133,79.02116366,79.84669801,66.72599908,68.22180495,54.38705266,56.35954411,78.93199556,78.9811525
49.05882638,52.26465775,120.5859331,125.527465,79.20235115,80.03242805,66.89093401,68.39641632,54.50905649,56.48624035,79.11067396,79.1498399
49.16636648,52.38545305,120.894872,125.850512,79.37875667,80.21517183,67.05779048,68.56826842,54.62500202,56.61467375,79.28329301,79.3158059
49.26979954,52.50428288,121.1988893,126.1667969,79.55355797,80.40240616,67.21594108,68.73744797,54.7444272,56.73795175,79.45108311,79.47913691
49.37064626,52.6174351,121.4981392,126.4790014,79.72971813,80.58184011,67.37502577,68.90403767,54.8607894,56.85915815,79.62159744,79.6399153
49.46937799,52.7288605,121.7927686,126.7864352,79.90272797,80.75389806,67.53082344,69.06811641,54.97616145,56.98065786,79.7871515,79.79821962
49.565298,52.8386112,122.0829178,127.0892425,80.06753339,80.92334155,67.6814787,69.22975953,55.08978608,57.10212885,79.94859698,79.95412487
49.65986234,52.94673699,122.3687207,127.3875608,80.23086052,81.09024875,67.8324771,69.389039,55.20171547,57.22178539,80.11246542,80.10770267
49.75540175,53.05284759,122.6503055,127.6815218,80.39644393,81.26241322,67.98126836,69.54602365,55.31199947,57.33968087,80.27015517,80.2590215
49.85216669,53.15760382,122.9277947,127.9712515,80.56095282,81.4361106,68.13011216,69.70077933,55.42116048,57.44941377,80.42264136,80.40814683
49.9469335,53.26128897,123.2013055,128.2568702,80.72312523,81.60737656,68.27413598,69.8533691,55.53049515,57.55707645,80.57106344,80.55514137
50.04100978,53.36553549,123.4709501,128.5384934,80.8832287,81.77627888,68.41461556,70.00385336,55.63474058,57.66319167,80.72410562,80.70006514
50.13318533,53.46915578,123.7368363,128.8162318,81.04291127,81.9428826,68.55314409,70.15229001,55.73744788,57.76780287,80.87790043,80.84738358
50.22602572,53.5710588,123.999067,129.0901913,81.20042898,82.10725004,68.68977501,70.29873459,55.83464628,57.87095168,81.0183661,80.99390608
50.31772289,53.66935901,124.2577414,129.3604739,81.3536396,82.26944107,68.82336288,70.4432404,55.93450343,57.97267803,81.15693536,81.13847418
50.40667782,53.76382727,124.5129544,129.6271772,81.5056973,82.42485958,68.95489448,70.58585863,56.02898721,58.07431825,81.30320382,81.28375286
50.49128493,53.86207491,124.7647973,129.8903952,81.65288441,82.57530964,69.08803798,70.72663844,56.12702914,58.18089921,81.44044713,81.42930442
50.57439263,53.9565579,125.0133577,130.150218,81.79417481,82.72381112,69.22275582,70.86562712,56.22395786,58.28610726,81.57589795,81.57265751
50.6574085,54.04983363,125.2587201,130.4067324,81.9328284,82.87041392,69.34985431,71.00287012,56.31756066,58.3898554,81.71138106,81.70441822
50.7374292,54.14193261,125.5009655,130.6600219,82.07079486,83.01927557,69.47534496,71.13841121,56.40984428,58.48586735,81.84600782,81.83736015
50.81711297,54.23288423,125.7417249,130.9101669,82.20844808,83.16745645,69.59926797,71.2722925,56.50095523,58.58283881,81.97933166,81.9704588
50.8958112,54.323081,125.9785966,131.160882,82.34266832,83.31366162,69.72166203,71.40455456,56.5909227,58.67740864,82.11173788,82.10190569
50.97379817,54.41220645,126.2143003,131.4087927,82.47458523,83.45668603,69.84256442,71.5352365,56.67977483,58.7708141,82.23792417,82.23174122
51.05296344,54.50026238,126.4468792,131.6537162,82.60490033,83.59801244,69.9640215,71.66437599,56.7675387,58.86308338,82.36218698,82.35649061
51.13119346,54.58727422,126.6757494,131.8957234,82.7349971,83.74149536,70.08753084,71.787966,56.85424044,58.95424367,82.48299496,82.47528704
51.20851016,54.67464205,126.9019205,132.1348831,82.86558243,83.8852783,70.20882262,71.90445219,56.93990526,59.04432119,82.60088083,82.59266958
51.2849347,54.76046646,127.1254554,132.3712615,82.99483193,84.02692382,70.32390772,72.01957797,57.02455746,59.1338669,82.72368515,82.7086713
51.3604875,54.84359558,127.3460491,132.6049224,83.12595475,84.16670622,70.43739956,72.13337469,57.10822053,59.22616838,82.84616438,82.82934135
51.43518831,54.92833607,127.5638777,132.8359277,83.2556041,84.30492918,70.55014679,72.24587262,57.19091712,59.3174328,82.96725203,82.95079306
51.5090562,55.01083758,127.7856013,133.0643371,83.38381292,84.44162742,70.66135972,72.35710101,57.27503591,59.40768335,83.08697938,83.07089533
51.58210962,55.09242665,128.0048709,133.2902083,83.51061304,84.57356682,70.7757471,72.46708814,57.35873126,59.49694242,83.20579935,83.18342463
51.65436638,55.17022438,128.2217402,133.513597,83.63603526,84.7014691,70.89146086,72.57586135,57.43783874,59.58523169,83.32247306,83.2932475
51.72565605,55.24649411,128.4362614,133.7345572,83.76010936,84.82798907,71.00593983,72.68344708,57.51609138,59.67257212,83.43829691,83.40185744
51.79655845,55.32193974,128.6484849,133.9531412,83.88286419,84.95315638,71.11921032,72.78987094,57.59485068,59.758984,83.55287556,83.50928073
51.8665266,55.39657887,128.8584593,134.1693994,84.00432764,85.07699973,71.2300104,72.9034159,57.67266635,59.84388329,83.66623549,83.62126264
51.93626095,55.47042851,129.0662321,134.383381,84.12452677,85.19954691,71.33504223,73.01967711,57.74951059,59.92706159,83.77840238,83.7335704
52.00566704,55.54350515,129.271849,134.5934825,84.23925888,85.32082486,71.4389742,73.13475739,57.82609924,60.00988821,83.89033141,83.84470783
52.07256456,55.61676845,129.4753544,134.8012211,84.35306528,85.44085967,71.54182906,73.24868078,57.9021492,60.09239539,84.00129171,83.95469906
52.13923992,55.68976657,129.6767912,135.0068311,84.4709265,85.55967664,71.64540478,73.36147061,57.97736542,60.1735983,84.10813185,84.06356749
52.20570084,55.76202812,129.8762012,135.2098898,84.58761154,85.6773003,71.74971776,73.47314948,58.05161719,60.251627,84.21562511,84.1713358
